67;WDX-945;J05EUA10250;9F3FC9JKTEXX10158;VERDE;2014;37;CERRADA;BUS;ACPM;5123;10007617509;MEDELLIN;HINO;67;admin;NULL;NULL;NULL
68;WDX-954;J05EUA10244;9F3FC9JKTEXX10152;VERDE;2014;37;CERRADA;BUS;ACPM;5123;10007644929;MEDELLIN;HINO;68;admin;NULL;NULL;NULL
69;WDX-979;J05EUA10247;9F3FC9JKTEXX10155;VERDE;2014;55;CERRADA;BUS;ACPM;5123;10007677868;MEDELLIN;HINO;69;admin;NULL;NULL;NULL
70;WDX-980;J05EUA10224;9F3FC9JKTEXX10132;VERDE;2014;55;CERRADA;BUS;ACPM;5123;10007677868;MEDELLIN;HINO;70;admin;NULL;NULL;NULL
71;WDX-891;J05ETY10278;9F3FC9JLTEXX10013;AZUL;2014;41;CERRADA;BUS;ACPM;5123;10007555362;MEDELLIN;HINO;71;admin;NULL;NULL;NULL
72;SKR-246;470HM2U1496358;3HVBFAAN27N439476;AZUL;2007;37;CERRADA;BUS;ACPM;7636;10007627878;LA CEJA;INTERNACIONAL;72;admin;NULL;NULL;NULL
73;SKR-250;470HM2U1496357;3HVBFAAN57N439472;AZUL;2007;37;CERRADA;BUS;ACPM;7636;10007619459;LA CEJA;INTERNACIONAL;73;admin;NULL;NULL;NULL
74;WDY-290;J05EUA10284;9F3FC9JKTFXX10192;BLANCO VERDE;2015;55;CERRADA;BUS;ACPM;5123;10008019748;MEDELLIN;HINO;74;admin;NULL;NULL;NULL
75;WDY-323;J05EUA10283;9F3FC9JKTFXX10191;BLANCO VERDE;2015;37;CERRADA;BUS;ACPM;5123;10008060600;MEDELLIN;HINO;75;admin;NULL;NULL;NULL
76;SNV-297;J05EUA10351;9F3FC9JKTFXX10259;AZUL;2015;38;CERRADA;BUS;ACPM;5123;10007905170;MEDELLIN;HINO;76;admin;NULL;NULL;NULL
77;TPY-511;470HM2U1498439;3HVBFAAN77N485515;AZUL;2007;42;CERRADA;BUS;ACPM;7636;10007969737;MEDELLIN;INTERNACIONAL;77;admin;NULL;NULL;NULL
78;SKR-226;470HM2U1492340;3HVBFAAN27N391378;AZUL;2007;39;CERRADA;BUS;ACPM;7636;10007806368;MEDELLIN;INTERNACIONAL;78;admin;NULL;NULL;NULL
79;WDY-494;J05ETY10367;9F3FC9JLTFXX10078;ROJO;2015;40;CERRADA;BUS;ACPM;5123;10008233315;MEDELLIN;HINO;79;admin;NULL;NULL;NULL
80;WDY-551;J05ETY10370;9F3FC9JLTFXX10081;VERDE;2015;40;CERRADA;BUS;ACPM;5123;10008279601;MEDELLIN;HINO;80;admin;NULL;NULL;NULL
81;WDY-550;J05ETY10427;9F3FC9JLTFXX10135;ROJO;2015;40;CERRADA;BUS;ACPM;5123;10008279716;MEDELLIN;HINO;81;admin;NULL;NULL;NULL
82;WDY-520;J05EUA10288;9F3FC9JKTFXX10196;ROJO;2015;37;CERRADA;BUS;ACPM;5123;10008376215;MEDELLIN;HINO;82;admin;NULL;NULL;NULL
83;WDY-653;J05ETY10368;9F3FC9JLTFXX10079;ROJO;2015;40;CERRADA;BUS;ACPM;5123;10008400453;MEDELLIN;HINO;83;admin;NULL;NULL;NULL
84;WDY-499;J05EUA10295;9F3FC9JKTFXX10203;BLANCO VERDE;2015;37;CERRADA;BUS;ACPM;5123;10008340349;MEDELLIN;HINO;84;admin;NULL;NULL;NULL
85;WDY-680;J05ETY10369;9F3FC9JLTFXX10080;BLANCO VERDE;2015;40;CERRADA;BUS;DIESEL;5123;10008443742;MEDELLIN;HINO;85;admin;NULL;NULL;NULL
86;SNW-764;4HK1149591;9GCNPR754EB029456;AZUL;2014;24;CERRADA;BUS;ACPM;5193;10008394459;SABANETA;CHEVROLET;86;admin;NULL;NULL;NULL
87;WDY-734;J05ETY10467;9F3FC9JLTFXX10167;BLANCO VERDE;2015;40;CERRADA;BUS;ACPM;5123;10008539603;MEDELLIN;HINO;87;admin;NULL;NULL;NULL
88;SPC-037;J05CTF16341;JHDFC4JKU8XX10040;AZUL;2008;35;CERRADA;BUS;ACPM;5307;10008202643;MARINILLA;HINO;88;admin;NULL;NULL;NULL
89;WDY-705;J05EUA10361;9F3FC9JKTFXX10269;BLANCO VERDE;2015;37;CERRADA;BUS;ACPM;5123;10008547689;MEDELLIN;HINO;89;admin;NULL;NULL;NULL
90;SKR-269;470HM2U1499963;3HVBFAAN27N485518;AZUL;2007;37;CERRADA;BUS;ACPM;7636;10008531955;LA CEJA;INTERNACIONAL;90;admin;NULL;NULL;NULL
91;WDY-928;J05ETY10532;9F3FC9JLTFXX10221;BLANCO;2015;55;CERRADA;BUS;ACPM;5123;10008803034;MEDELLIN;HINO;91;admin;NULL;NULL;NULL
92;WDY-889;J05EUA10482;9F3FC9JKTFXX10390;BLANCO VERDE;2015;37;CERRADA;BUS;ACPM;5123;1008727442;MEDELLIN;HINO;92;admin;NULL;NULL;NULL
93;WDY-962;J05EUA10475;9F3FC9JKTFXX10383;BLANCO VERDE;2015;37;CERRADA;BUS;ACPM;5123;10008851971;MEDELLIN;HINO;93;admin;NULL;NULL;NULL
94;WDY-927;J05EUA10485;9F3FC9JKTFXX10393;BLANCO VERDE;2015;55;CERRADA;BUS;ACPM;5123;10008822999;MEDELLIN;HINO;94;admin;NULL;NULL;NULL
95;WDZ-045;JO5EUA10484;9F3FC9JKTFXX10392;VERDE;2015;37;CERRADA;BUS;ACPM;5123;10008966736;MEDELLIN;HINO;95;admin;NULL;NULL;NULL
96;WDZ-060;J05EUA10516;9F3FC9JKTFXX10424;BLANCO VERDE;2015;37;CERRADA;BUS;ACPM;5123;10009014316;MEDELLIN;HINO;96;admin;NULL;NULL;NULL
97;TSK-123;470HM2U1560455;3HVBFAANXAN240523;AZUL;2010;37;CERRADO;BUS;ACPM;7636;4501294;MEDELLIN;INTERNACIONAL;97;admin;NULL;NULL;NULL
98;WDZ-177;J05EUA10487;9F3FC9JKTFXX10395;ROJO;2015;37;CERRADA;BUS;ACPM;5123;10009084377;MEDELLIN;HINO;98;admin;NULL;NULL;NULL
99;WDZ-272;N04CUV19882;9F3UCP0H7F3101985;ROJO;2015;19;CERRADA;MICROBUS;ACPM;4009;10009280591;MEDELLIN;HINO;99;admin;NULL;NULL;NULL
100;WDZ-393;J05ETY10648;9F3FC9JLTFXX10320;ROJO;2015;60;CERRADA;BUS;ACPM;5123;10009342322;MEDELLIN;HINO;100;admin;NULL;NULL;NULL
101;TSG-939;G4HC8M412755;MALAB51GP9M285436;AMARILLO;2009;4;SEDAN;TAXI;GASO;1000;10002694644;MEDELLIN;HYUNDAI;101;admin;NULL;NULL;NULL
102;TSI-265;470HM2U1526222;3HVBFAAN88N694067;AZUL;2008;44;CERRADA;BUS;DIESEL;7636;10009370284;MEDELLIN;INTERNACIONAL;102;admin;NULL;NULL;NULL
103;WDZ-584;J05ETY10699;9F3FC9JLTFXX10361;ROJO;2015;40;CERRADA;BUS;ACPM;5123;10009552431;NEDELLIN;HINO;103;admin;NULL;NULL;NULL
104;WDZ-630;J05EUA10602;9F3FC9JKTFXX10510;BLANCO VERDE;2015;50;CERRADA;BUS;ACPM;5123;10009591573;MEDELLIN;HINO;104;admin;NULL;NULL;NULL
105;STC-174;J05ETY10891;9F3FC9JLTGXX10448;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;105;admin;NULL;NULL;NULL
106;WMP-066;J05ETY10903;9F3FC9JLTGXX10453;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;10010570787;MEDELLIN;HINO;106;admin;NULL;NULL;NULL
107;WMP-068;J05ETY10904;9F3FC9JLTGXX10454;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;10010590571;MEDELLIN;HINO;107;admin;NULL;NULL;NULL
108;WMP-044;J05ETY10909;9F3FC9JLTGXX10455;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;108;admin;NULL;NULL;NULL
109;WMP-057;J05ETY10910;9F3FC9JLTGXX10456;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;109;admin;NULL;NULL;NULL
110;WMP-041;J05ETY10907;9F3FC9JLTGXX10459;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;110;admin;NULL;NULL;NULL
111;WMP-062;J05ETY10908;9F3FC9JLTGXX10460;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;111;admin;NULL;NULL;NULL
112;WMP-058;J05ETY10917;9F3FC9JLTGXX10461;BLANCO;2016;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;112;admin;NULL;NULL;NULL
113;WMP-039;J05ETY10918;9F3FC9JLTGXX10462;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;113;admin;NULL;NULL;NULL
114;WMP-040;J05ETY10919;9F3FC9JLTGXX10463;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;114;admin;NULL;NULL;NULL
115;WMP-061;J05ETY10920;9F3FC9JLTGXX10464;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;115;admin;NULL;NULL;NULL
116;WMP-056;J05ETY10921;9F3FC9JLTGXX10465;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;116;admin;NULL;NULL;NULL
117;WMP-064;J05ETY10922;9F3FC9JLTGXX10466;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;117;admin;NULL;NULL;NULL
118;WMP-005;J05ETY10929;9F3FC9JLTGXX10467;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;118;admin;NULL;NULL;NULL
119;WMP-055;J05ETY10930;9F3FC9JLTGXX10468;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;119;admin;NULL;NULL;NULL
120;WMP-063;J05ETY10931;9F3FC9JLTGXX10469;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;120;admin;NULL;NULL;NULL
121;WMP-009;J05ETY10932;9F3FC9JLTGXX10470;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;121;admin;NULL;NULL;NULL
122;WMP-007;J05ETY10933;9F3FC9JLTGXX10471;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;122;admin;NULL;NULL;NULL
123;WMP-006;J05ETY10934;9F3FC9JLTGXX10472;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;123;admin;NULL;NULL;NULL
124;WMP-008;J05ETY10943;9F3FC9JLTGXX10473;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;124;admin;NULL;NULL;NULL
125;STB-224;J05ETY10945;9F3FC9JLTGXX10474;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;ITAGUI;HINO;125;admin;NULL;NULL;NULL
126;STB-227;J05ETY10946;9F3FC9JLTGXX10475;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;ITAGUI;HINO;126;admin;NULL;NULL;NULL
127;STC-168;J05ETY10947;9F3FC9JLTGXX10476;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;ITAGUI;HINO;127;admin;NULL;NULL;NULL
128;WMP-038;J05ETY10948;9F3FC9JLTGXX10477;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;128;admin;NULL;NULL;NULL
129;WMP-060;J05ETY10949;9F3FC9JLTGXX10478;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;129;admin;NULL;NULL;NULL
130;WMP-042;J05ETY10956;9F3FC9JLTGXX10479;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;130;admin;NULL;NULL;NULL
131;WMP-043;J05ETY10957;9F3FC9JLTGXX10480;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;131;admin;NULL;NULL;NULL
132;WMP-059;J05ETY10958;9F3FC9JLTGXX10481;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;132;admin;NULL;NULL;NULL
133;WMP-067;J05ETY10959;9F3FC9JLTGXX10482;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;10010589847;MEDELLIN;HINO;133;admin;NULL;NULL;NULL
134;WMP-069;J05ETY10961;9F3FC9JLTGXX10483;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;10010571946;MEDELLIN;HINO;134;admin;NULL;NULL;NULL
135;WMP-083;J05ETY10962;9F3FC9JLTGXX10484;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;10010572025;MEDELLIN;HINO;135;admin;NULL;NULL;NULL
136;WMP-070;J05ETY10969;9F3FC9JLTGXX10485;BLANCO;2016;60;CERRADA;BUS;ACPM;5123;10010571447;MEDELLIN;HINO;136;admin;NULL;NULL;NULL
137;STC-166;J05ETY11002;9F3FC9JLTGXX10508;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;137;admin;NULL;NULL;NULL
138;STC-165;J05ETY11008;9F3FC9JLTGXX10509;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;138;admin;NULL;NULL;NULL
139;STC-164;J05ETY11007;9F3FC9JLTGXX10510;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;139;admin;NULL;NULL;NULL
140;STC-163;J05ETY11010;9F3FC9JLTGXX10512;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;140;admin;NULL;NULL;NULL
141;STC-162;J05ETY11011;9F3FC9JLTGXX10513;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;141;admin;NULL;NULL;NULL
142;STC-160;J05ETY11012;9F3FC9JLTGXX10514;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;142;admin;NULL;NULL;NULL
143;STC-161;J05ETY11013;9F3FC9JLTGXX10515;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;143;admin;NULL;NULL;NULL
144;STC-159;J05ETY11014;9F3FC9JLTGXX10516;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;144;admin;NULL;NULL;NULL
145;STC-157;J05ETY11015;9F3FC9JLTGXX10517;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;145;admin;NULL;NULL;NULL
146;STC-156;J05ETY11016;9F3FC9JLTGXX10518;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;N/A;N/A;HINO;146;admin;NULL;NULL;NULL
147;WMP-037;J05ETY11017;9F3FC9JLTGXX10519;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;10010571439;MEDELLIN;HINO;147;admin;NULL;NULL;NULL
148;WMP-032;J05ETY11018;9F3FC9JLTGXX10520;BLANCO;2015;60;CERRADA;BUS;ACPM;5123;10010571043;N/A;HINO;148;admin;NULL;NULL;NULL
